transactionid,date,accountid,accountname,transactiontype,amount,currency,exchangerate,balance,merchant,merchantemail,category,subcategory,country,city,postalcode,cardnumber,email,phone,isfraud,notes,customersince
TX103908,2024-06-10,AC5562,Sana Sharma,Credit,1.0,INR,1.0,2120345.28,Swiggy,swiggy@biz.com,Dining,Restaurant,Australia,Pune,979349,XXXX-XXXX-XXXX-4285,sana.sharma@example.com,3449361920,No,No Notes,2024-06-10
TX102293,2024-05-11,AC2186,Ritu Joshi,Credit,1.0,INR,1.0,1271446.28,Reliance,Unknown,Automotive,Fuel,UAE,Jaipur,860629,XXXX-XXXX-5203,ritu.joshi@yahoo.com,2516676828,No,manual adjustment,2024-01-01
TX104006,2023-11-01,AC9984,Arjun Iyer,Debit,73.0852,USD,73.0852,2208810.78,Paytm Mall,paytmmall@biz.com,Dining,Restaurant,USA,Hyderabad,351300,XXXX-XXXX-9913,arjun.iyer@example.com,1706155698,No,chargeback requested,2019-11-11
TX103337,2024-08-03,AC5867,Priya Chopra,Credit,1.0,INR,1.0,1809022.81,Paytm Mall,paytmmall@biz.com,Groceries,Specialty,Australia,Bengaluru,553,XXXX-XXXX-4744,priya.chopra@example.com,938399451,No,monthly subscription,2025-04-28
TX103184,2024-07-18,AC4721,Neha Khan,Credit,1.0,INR,1.0,1712978.46,Myntra,myntra@biz.com,Health,Pharmacy,India,Mumbai,840433,XXXX-XXXX-9925,neha.khan@hotmail.com,1162887189,No,cashback credited,2019-05-27
TX102998,2025-08-06,AC1746,Suresh Das,Debit,18.633,AED,18.633,1641946.095,Paytm Mall,paytmmall@biz.com,Education,Books,USA,Mumbai,398422,XXXX-XXXX-7669,suresh.das@hotmail.com,8447513713,No,manual adjustment,2019-01-23
TX105642,2023-10-24,AC8617,Sam Bose,Refund,80.7919,USD,80.7919,2873506.66,Amazon,Unknown,Clothing,Men,Canada,Noida,485931,XXXX-XXXX-XXXX-8017,sam.bose@gmail.com,3187803343,No,suspected fraud,2022-01-01
TX101051,2025-05-31,AC9793,Raj Chopra,Debit,1.0,INR,1.0,542692.39,Reliance,reliance@biz.com,Utilities,Water,Australia,Kolkata,150821,Unknown,raj.chopra@gmail.com,1892811065,No,chargeback requested,2021-01-01
TX103513,2025-09-11,AC3559,Suresh Gupta,debit,78.9768,USD,78.9768,1880289.41,Walmart,Unknown,Utilities,Electricity,Canada,Jaipur,177202,Unknown,suresh.gupta@gmailcom,6929084800,No,manual adjustment,2022-08-11
TX105497,2025-07-20,AC5096,Amit Gupta,debit,1.0,INR,1.0,2826275.83,Swiggy,swiggy@biz.com,Automotive,Repair,UAE,Chennai,505706,XXXX-XXXX-XXXX-5576,amit.gupta@example.com,1162887189,No,No Notes,2018-11-09
TX105477,2025-02-18,AC4196,Karan Patel,Refund,1.0,INR,1.0,2825627.0,Starbucks,Unknown,Health,Clinic,India,Mumbai,590,XXXX-XXXX-6401,karan.patel@example.com,7486605239,No,chargeback requested,2024-03-08
TX104061,2025-04-29,AC1381,Raj Gupta,debit,1.0,INR,1.0,2231526.19,Amazon,amazon@biz.com,Travel,Flight,UK,Jaipur,704074,XXXX-XXXX-XXXX-1204,raj.gupta@example.com,5354565186,No,suspected fraud,2025-07-03
TX102410,2024-11-22,AC1984,karan ROY,Debit,75.5994,USD,75.5994,1412281.23,Paytm Mall,paytmmall@biz.com,Automotive,Repair,Australia,Bengaluru,851,XXXX-XXXX-5318,karan.roy@yahoo.com,3717452504,No,manual adjustment,2017-01-01
TX104115,2025-05-15,AC2458,Karan Khan,Debit,81.9559,USD,81.9559,1641946.095,ShopEasy,Unknown,Electronics,Laptop,India,Kolkata,851,XXXX-XXXX-1972,karan.khan@example.com,1152599321,No,No Notes,2025-06-25
TX103535,2025-07-24,AC7304,Sana Roy,Debit,81.4342,USD,81.4342,1889637.56,Zomato,Unknown,Clothing,Men,India,Noida,806919,XXXX-XXXX-XXXX-3664,sana.roy@gmail.com,6238950521,No,cashback credited,2023-03-13
TX101175,2023-12-05,AC9610,Lina Roy,Debit,19.0146,AED,19.0146,564892.31,Myntra,myntra@biz.com,Dining,Restaurant,India,Pune,559325,XXXX-XXXX-6923,lina.roy@yahoo.com,5121239658,No,No Notes,2024-12-26
TX102261,2024-06-17,AC4453,Maya Iyer,Debit,81.0251,USD,81.0251,1641946.095,ElectroWorld,electroworld@biz.com,Dining,FastFood,UAE,Noida,708987,XXXX-XXXX-1083,maya.iyer@hotmail.com,1634049263,No,promo applied,2015-06-19
TX101876,2024-01-29,AC1496,Isha Gupta,Debit,21.0217,AED,21.0217,1162525.57,LocalMart,localmart@biz.com,Utilities,Internet,Australia,Mumbai,591027,XXXX-XXXX-5788,isha.gupta@yahoo.com,8433169022,No,chargeback requested,2025-06-14
TX103874,2024-10-19,AC1965,Maya Bose,Debit,1.0,INR,1.0,1641946.095,Swiggy,Unknown,Electronics,Accessory,USA,Pune,777521,XXXX-XXXX-7772,maya.bose@example.com,4777805455,No,promo applied,2018-10-21
TX103227,2024-12-12,AC9123,Asha Nair,Credit,1.0,INR,1.0,1641946.095,Zomato,zomato@biz.com,Groceries,Supermarket,Canada,Delhi,266164,Unknown,asha.nair@gmail.com,3270189154,No,No Notes,2023-10-30
TX104323,2024-04-19,AC2424,Rahul Patel,Credit,82.3082,USD,82.3082,2418995.5,Starbucks,starbucks@biz.com,Travel,Hotel,USA,Mumbai,628703,Unknown,rahul.patel@gmail.com,8331207118,No,manual adjustment,2020-07-16
TX101352,2024-09-16,AC5066,Suresh Desai,Debit,82.0604,USD,82.0604,974098.63,Swiggy,Unknown,Entertainment,Movies,USA,Kolkata,947625,XXXX-XXXX-XXXX-9230,suresh.desai@yahoo.com,7794531803,No,repeat purchase,2021-01-01
TX102642,2025-05-02,AC1376,Priya Mehta,Debit,18.4416,AED,18.4416,1641946.095,Starbucks,starbucks@biz.com,Electronics,Mobile,Canada,Pune,311441,XXXX-XXXX-XXXX-6710,priya.mehta@gmail.com,5825480479,No,No Notes,2019-07-31
TX104643,2025-07-22,AC2084,Nha Das,Debit,74.0281,USD,74.0281,2467052.46,Flipkart,Unknown,Utilities,Electricity,UAE,Kolkata,693641,XXXX-XXXX-2745,Unknown,8738899653,No,suspected fraud,2019-12-28
TX104375,2025-06-01,AC2526,Dev Patel,Credit,76.5404,USD,76.5404,2420303.53,Reliance,reliance@biz.com,Utilities,Water,USA,Jaipur,685591,XXXX-XXXX-XXXX-2915,dev.patel@gmail.com,1162887189,No,monthly subscription,2018-09-22
TX104081,2025-02-07,AC1964,Uma Reddy,Credit,1.0,INR,1.0,2231824.26,Reliance,reliance@biz.com,Education,Course,Australia,Kolkata,857413,4.85497E+15,uma.reddy@gmail.com,8914816497,No,promo applied,2021-06-06
TX100747,2024-12-15,AC4388,Vikram Reddy,Credit,79.2044,USD,79.2044,445333.14,LocalMart,localmart@biz.com,Clothing,Men,UK,Kolkata,561721,XXXX-XXXX-6678,vikram.reddy@example.com,2213714852,No,No Notes,2023-05-19
TX104468,2025-02-09,AC9358,Sana Roy,Debit,1.0,INR,1.0,2462531.85,Reliance,reliance@biz.com,Travel,Flight,UAE,Chennai,691,XXXX-XXXX-XXXX-6006,sana.roy@yahoo.com,7071633121,No,suspected fraud,2024-01-01
TX101178,2025-02-18,AC5706,Anita Iyer,Credit,90.2305,GBP,90.2305,564914.25,BigBasket,bigbasket@biz.com,Health,Clinic,Australia,Bengaluru,764385,XXXX-XXXX-XXXX-1243,anita.iyer@example.com,1162887189,No,promo applied,2025-04-13
TX102125,2023-12-27,AC9267,Dev Gupta,Debit,72.3355,USD,72.3355,1214071.58,Amazon,amazon@biz.com,Travel,Flight,Canada,Pune,490435,XXXX-XXXX-XXXX-5399,dev.gupta@hotmail.com,5809668449,No,chargeback requested,2026-03-19
TX103865,2024-05-08,AC4846,Asha Gupta,Refund,1.0,INR,1.0,2119220.43,BigBasket,bigbasket@biz.com,Groceries,Supermarket,India,Delhi,669819,XXXX-XXXX-3072,asha.gupta@hotmail.com,7777309692,No,promo applied,2023-01-01
TX103989,2025-02-24,AC6676,Isha Roy,Refund,1.0,INR,1.0,2208475.69,ElectroWorld,Unknown,Automotive,Repair,UK,Hyderabad,462888,XXXX-XXXX-8982,isha.roy@hotmail.com,169200755,No,cashback credited,2021-01-01
TX104932,2023-10-26,AC9420,Neha Joshi,Credit,1.0,INR,1.0,2592328.13,Flipkart,Unknown,Groceries,Supermarket,Australia,Gurugram,664137,XXXX-XXXX-6102,neha.joshi@hotmail.com,29390940,No,monthly subscription,2023-02-04
TX100965,2025-02-28,AC2528,Sam Gupta,Debit,20.446,AED,20.446,537958.48,ShopEasy,Unknown,Utilities,Electricity,UK,Pune,844556,XXXX-XXXX-2118,sam.gupta@yahoo.com,1162887189,No,chargeback requested,2023-09-18
TX103522,2023-11-26,AC9684,Rohit Patel,Credit,75.5728,USD,75.5728,1886863.49,BigBasket,bigbasket@biz.com,Utilities,Water,UAE,Pune,268207,XXXX-XXXX-3952,rohit.patel@gmail.com,247173575,No,manual adjustment,2017-05-19
TX100145,2025-07-09,AC8556,isha ROY,debit,1.0,INR,1.0,155764.09,ElectroWorld,electroworld@biz.com,Groceries,Specialty,UK,Bengaluru,980147,XXXX-XXXX-2915,isha.roy@example.com,4808707989,No,No Notes,2023-08-03
TX102431,2024-07-19,AC7020,Ritu Sharma,Refund,1.0,INR,1.0,1412631.13,ElectroWorld,electroworld@biz.com,Dining,FastFood,Canada,Hyderabad,917008,XXXX-XXXX-2798,ritu.sharma@yahoo.com,1162887189,No,No Notes,2020-01-01
TX105045,2024-09-26,AC1375,Sam Gupta,Credit,1.0,INR,1.0,2626136.51,Flipkart,flipkart@biz.com,Electronics,Accessory,India,Gurugram,641553,XXXX-XXXX-XXXX-2065,Unknown,744061252,No,cashback credited,2025-07-06
TX100415,2025-07-13,AC1201,Vikram Roy,Refund,1.0,INR,1.0,190127.93,Zomato,zomato@biz.com,Clothing,Men,USA,Hyderabad,383731,XXXX-XXXX-4626,vikram.roy@yahoocom,930264779,No,suspected fraud,2019-11-26
TX103038,2024-11-13,AC8749,Raj Sharma,Debit,80.9899,USD,80.9899,1652268.73,Walmart,walmart@biz.com,Groceries,Supermarket,India,Delhi,416532,4.80151E+15,raj.sharma@gmail.com,421940847,No,promo applied,2023-01-01
TX100052,2023-11-29,AC2329,Amit Iyer,Credit,1.0,INR,1.0,143879.05,ShopEasy,shopeasy@biz.com,Entertainment,Concert,Canada,Hyderabad,704621,XXXX-XXXX-9006,amit.iyer@examplecom,5564568942,No,cashback credited,2022-10-31
TX101610,2024-02-16,AC9360,Priya Sharma,Credit,75.9157,USD,75.9157,1641946.095,Starbucks,starbucks@biz.com,Health,Clinic,Australia,Gurugram,221160,XXXX-XXXX-9200,priya.sharma@example.com,1395472183,No,cashback credited,2021-06-25
TX102333,2024-04-16,AC4562,Priya Gupta,Refund,20.0045,AED,20.0045,1283922.52,BigBasket,bigbasket@biz.com,Groceries,Supermarket,India,Delhi,462886,XXXX-XXXX-2400,priya.gupta@gmail.com,7638233507,No,No Notes,2017-07-18
TX104508,2024-09-04,AC9482,Suresh Kumar,Refund,21.4847,AED,21.4847,2463514.14,ShopEasy,shopeasy@biz.com,Entertainment,Concert,Canada,Jaipur,230776,XXXX-XXXX-1295,suresh.kumar@yahoo.com,718163748,No,"manual adjustment -- verify
contact support",2018-06-23
TX105188,2025-04-17,AC6502,Rahul Singh,Credit,80.9442,USD,80.9442,1641946.095,Flipkart,flipkart@biz.com,Travel,Flight,UK,Kolkata,990982,XXXX-XXXX-XXXX-7292,Unknown,7021650476,No,chargeback requested,2024-01-01
TX103110,2024-10-19,AC4173,Uma Das,Debit,101.0982,GBP,101.0982,1676017.6,Paytm Mall,Unknown,Automotive,Fuel,USA,Pune,464816,XXXX-XXXX-6942,uma.das@gmail.com,4267095990,No,monthly subscription,2015-12-18
TX104725,2024-07-20,AC9319,Lina Patel,Debit,73.6948,USD,73.6948,2514173.73,Paytm Mall,paytmmall@biz.com,Travel,Flight,UAE,Jaipur,182323,XXXX-XXXX-XXXX-3023,lina.patel@hotmail.com,5599603111,No,cashback credited,2016-01-01
TX105326,2025-04-04,AC9338,Amit Chopra,Debit,81.3969,USD,81.3969,1641946.095,LocalMart,localmart@biz.com,Health,Clinic,USA,Delhi,410708,XXXX-XXXX-9489,amit.chopra@yahoo.com,3127439246,No,chargeback requested,2019-01-22
TX101863,2023-10-07,AC3127,Isha Desai,debit,18.5602,AED,18.5602,1150769.32,Starbucks,starbucks@biz.com,Clothing,Men,UAE,Bengaluru,171188,XXXX-XXXX-1332,isha.desai@example.com,8956140389,No,suspected fraud,2017-04-01
TX102535,2024-03-21,AC5309,Sana Das,Refund,19.8439,AED,19.8439,1641946.095,AutoZone,autozone@biz.com,Utilities,Internet,Australia,Pune,917661,XXXX-XXXX-8403,sana.das@yahoo.com,9047156641,No,repeat purchase,2018-04-18
TX103356,2025-07-09,AC5980,Sana Nair,Credit,77.6852,USD,77.6852,1823757.63,ShopEasy,shopeasy@biz.com,Clothing,Women,UK,Jaipur,861515,XXXX-XXXX-XXXX-2552,Unknown,2924819890,No,suspected fraud,2020-12-06
TX100551,2025-03-24,AC7188,Sam Roy,Debit,74.3047,USD,74.3047,277581.21,Walmart,walmart@biz.com,Education,Books,USA,Noida,961045,XXXX-XXXX-XXXX-6936,sam.roy@hotmail.com,1401474042,No,cashback credited,2025-03-17
TX100956,2025-05-29,AC3841,Maya Gupta,Debit,1.0,INR,1.0,537826.59,ElectroWorld,electroworld@biz.com,Utilities,Water,India,Chennai,160802,XXXX-XXXX-XXXX-1104,maya.gupta@gmail.com,8583505191,No,chargeback requested,2024-02-12
TX101497,2025-01-28,AC1071,Sana Das,Credit,76.5403,USD,76.5403,987154.48,Reliance,reliance@biz.com,Automotive,Repair,India,Hyderabad,230277,XXXX-XXXX-2630,sana.das@yahoo.com,147184461,No,"cashback credited -- verify
contact support",2016-01-01
TX105391,2025-02-16,AC6058,Neha Das,Credit,1.0,INR,1.0,2775215.58,AutoZone,autozone@biz.com,Groceries,Supermarket,UK,Gurugram,103927,XXXX-XXXX-5843,neha.das@example.com,2183866214,No,cashback credited,2025-02-16
TX105312,2024-01-12,AC6848,Rahul Chopra,Credit,21.0681,AED,21.0681,1641946.095,Swiggy,Unknown,Health,Pharmacy,Australia,Kolkata,867826,XXXX-XXXX-1277,rahul.chopra@hotmail.com,4991604156,No,No Notes,2024-01-12
TX105268,2024-08-22,AC2835,Rohit Desai,debit,74.3043,USD,74.3043,2727204.01,ElectroWorld,electroworld@biz.com,Clothing,Women,India,Kolkata,827214,XXXX-XXXX-XXXX-8632,rohit.desai@gmail.com,7187136621,No,suspected fraud,2015-04-28
TX102055,2025-02-22,AC6714,Dev Bose,Credit,100.3528,GBP,100.3528,1198964.85,Swiggy,Unknown,Entertainment,Movies,UAE,Bengaluru,299409,XXXX-XXXX-5335,dev.bose@yahoo.com,3086866047,No,suspected fraud,2023-01-01
TX103709,2024-07-09,AC5617,isha BOSE,Debit,1.0,INR,1.0,1641946.095,Myntra,Unknown,Dining,Cafe,India,Gurugram,805529,XXXX-XXXX-XXXX-1662,isha.bose@gmail.com,7521607517,No,promo applied,2025-03-12
TX102799,2024-04-28,AC2155,Karan Khan,Credit,79.6804,USD,79.6804,1624271.73,Walmart,Unknown,Groceries,Supermarket,UAE,Mumbai,633252,XXXX-XXXX-7733,Unknown,5574837405,No,chargeback requested,2024-04-28
TX103030,2025-07-06,AC5380,Ritu Roy,Debit,1.0,INR,1.0,1652145.01,Swiggy,swiggy@biz.com,Education,Books,UK,Hyderabad,430237,XXXX-XXXX-XXXX-9177,ritu.roy@example.com,3669412728,No,cashback credited,2025-02-22
TX105100,2025-02-28,AC8649,Vikram Khan,Credit,20.1321,AED,20.1321,1641946.095,Myntra,Unknown,Education,Course,USA,Bengaluru,405413,XXXX-XXXX-XXXX-1749,vikram.khan@example.com,5120107775,No,manual adjustment,2022-05-21
TX104015,2025-07-24,AC6758,Suresh Sharma,Refund,18.0289,AED,18.0289,2229926.66,Zomato,zomato@biz.com,Travel,Flight,UK,Hyderabad,729481,XXXX-XXXX-4031,Unknown,4912056704,No,promo applied,2018-01-01
TX103321,2025-01-11,AC7862,Isha Sharma,Debit,1.0,INR,1.0,1641946.095,Reliance,reliance@biz.com,Education,Books,Canada,Noida,511822,XXXX-XXXX-XXXX-3809,isha.sharma@example.com,139858723,No,chargeback requested,2025-01-11
TX104578,2024-04-13,AC2970,Ritu Gupta,Credit,1.0,INR,1.0,2465366.73,Reliance,reliance@biz.com,Dining,Cafe,India,Mumbai,823845,Unknown,ritu.gupta@hotmail.com,9985638418,No,cashback credited,2023-01-01
TX100358,2024-04-11,AC5195,Karan Chopra,Debit,92.7274,GBP,92.7274,189056.08,Paytm Mall,Unknown,Travel,Taxi,Canada,Pune,506458,XXXX-XXXX-3182,karan.chopra@example.com,9515913205,No,suspected fraud,2024-06-21
TX100446,2025-08-06,AC4564,Karan Patel,Debit,72.8755,USD,72.8755,258820.49,LocalMart,Unknown,Automotive,Repair,USA,Kolkata,327094,XXXX-XXXX-9394,karan.patel@hotmail.com ,3173274497,No,monthly subscription,2017-01-31
TX103564,2025-01-28,AC4099,Lina Mehta,Credit,81.7468,USD,81.7468,1984903.93,Paytm Mall,paytmmall@biz.com,Clothing,Men,India,Pune,218246,4.75231E+15,lina.mehta@hotmail.com,4609485235,No,promo applied,2015-10-22
TX101726,2025-01-23,AC6138,Sam Kumar,Credit,78.3476,USD,78.3476,1126586.6,ElectroWorld,electroworld@biz.com,Entertainment,Movies,UK,Bengaluru,898065,4.47938E+15,sam.kumar@gmail.com,9211900667,No,repeat purchase,2017-01-28
TX103669,2024-01-21,AC7684,Sana Gupta,Credit,1.0,INR,1.0,1641946.095,Starbucks,Unknown,Automotive,Fuel,UAE,Delhi,776162,XXXX-XXXX-XXXX-5026,sana.gupta@hotmail.com,4859661339,No,monthly subscription,2017-06-01
TX105097,2025-08-15,AC9223,Sana Gupta,Debit,103.9731,GBP,103.9731,2653546.99,Paytm Mall,paytmmall@biz.com,Entertainment,Concert,India,Delhi,851,XXXX-XXXX-XXXX-6147,sana.gupta@gmail.com,6496344067,No,manual adjustment,2022-04-11
TX100289,2024-07-17,AC6608,Maya Roy,Debit,74.8265,USD,74.8265,174829.0,LocalMart,localmart@biz.com,Travel,Taxi,USA,Delhi,322055,XXXX-XXXX-XXXX-3123,Unknown,9061570367,No,No Notes,2022-09-24
TX102416,2025-02-08,AC2519,Dv Kumar,Debit,105.4972,GBP,105.4972,1412394.75,Zomato,zomato@biz.com,Automotive,Fuel,UK,Bengaluru,875690,XXXX-XXXX-XXXX-8314,dv.kumar@example.com,8773687855,No,cashback credited,2022-01-01
TX104689,2025-08-27,AC8356,Dev Mehta,Debit,1.0,INR,1.0,2481811.24,Starbucks,Unknown,Travel,Taxi,India,Gurugram,651669,XXXX-XXXX-2581,dev.mehtaexample.com,7850787095,No,chargeback requested,2016-01-01
TX104632,2023-12-24,AC5413,Suresh Chopra,Credit,109.102,GBP,109.102,2466801.83,Swiggy,swiggy@biz.com,Dining,FastFood,Canada,Delhi,743915,XXXX-XXXX-6673,suresh.chopra@example.com,9931272789,No,promo applied,2024-05-21
TX103209,2024-08-15,AC6693,Dev Roy,debit,76.3902,USD,76.3902,1641946.095,ShopEasy,shopeasy@biz.com,Health,Clinic,UAE,Gurugram,746996,XXXX-XXXX-5688,dev.roy@gmail.com,4200520102,No,No Notes,2023-08-27
TX100953,2024-06-17,AC8010,Dev Sharma,debit,91.712,GBP,91.712,537723.33,BigBasket,bigbasket@biz.com,Clothing,Women,UAE,Noida,617763,XXXX-XXXX-3719,dev.sharma@yahoo.com,9431003025,No,No Notes,2019-01-01
TX100974,2025-05-02,AC2134,Rahul Das,debit,72.7661,USD,72.7661,538217.62,Amazon,amazon@biz.com,Automotive,Repair,UAE,Hyderabad,380816,XXXX-XXXX-5399,rahul.das@yahoo.com,6830947775,No,promo applied,2025-12-02
TX102389,2025-06-20,AC3871,Vikram Mehta,debit,1.0,INR,1.0,1641946.095,Myntra,myntra@biz.com,Dining,Restaurant,USA,Bengaluru,388785,XXXX-XXXX-1955,vikram.mehta@hotmail.com,761457541,No,No Notes,2023-08-14
TX102469,2024-06-21,AC8526,Priya Nair,Debit,20.1533,AED,20.1533,1483120.66,ShopEasy,shopeasy@biz.com,Dining,Cafe,Australia,Noida,928787,XXXX-XXXX-3976,priya.nair@hotmail.com,512163533,No,cashback credited,2019-04-10
TX102654,2025-08-07,AC8530,Anita Roy,Credit,1.0,INR,1.0,1560871.59,Zomato,Unknown,Health,Clinic,Canada,Pune,787026,XXXX-XXXX-7863,anita.roy@example.com,2133806708,No,manual adjustment,2025-01-01
TX105827,2023-10-19,AC6888,Priya Mehta,Credit,1.0,INR,1.0,2908519.23,Reliance,Unknown,Electronics,Laptop,Canada,Kolkata,715590,XXXX-XXXX-9073,priya.mehta@hotmail.com,9745108603,No,monthly subscription,2016-02-05
TX104511,2025-05-13,AC5366,Sam Patel,Debit,1.0,INR,1.0,2463592.28,Flipkart,flipkart@biz.com,Groceries,Specialty,UK,Hyderabad,795305,Unknown,sam.patel@yahoo.com,877413327,No,repeat purchase,2020-01-01
TX102494,2025-05-28,AC2599,Neha Roy,Debit,19.0595,AED,19.0595,1499846.96,Myntra,myntra@biz.com,Travel,Hotel,UAE,Kolkata,134219,XXXX-XXXX-8740,neha.roy@hotmail.com,2813401733,No,repeat purchase,2025-05-28
TX102163,2023-10-11,AC2628,Sam Mehta,Credit,72.7813,USD,72.7813,1214851.7,Swiggy,swiggy@biz.com,Dining,Cafe,UAE,Pune,955628,XXXX-XXXX-6011,Unknown,3391703861,No,suspected fraud,2018-01-01
TX100971,2024-06-03,AC1461,Raj Iyer,debit,1.0,INR,1.0,538154.95,Flipkart,flipkart@biz.com,Clothing,Men,Australia,Noida,124077,XXXX-XXXX-3503,raj.iyer@yahoo.com,1599956702,No,No Notes,2019-02-16
TX101925,2023-12-08,AC6179,Arjun Roy,Credit,1.0,INR,1.0,1168312.2,AutoZone,autozone@biz.com,Groceries,Supermarket,USA,Jaipur,648188,XXXX-XXXX-6424,arjun.roy@hotmail.com,5522860385,No,No Notes,2025-10-01
TX104335,2024-11-21,AC1387,Rohit Mehta,Debit,77.8149,USD,77.8149,2419279.57,Starbucks,starbucks@biz.com,Education,Books,UK,Kolkata,812987,4.29493E+15,rohit.mehta@gmail.com,9249464177,No,chargeback requested,2025-01-01
TX102748,2024-03-21,AC5840,Isha Desai,Refund,109.5771,GBP,109.5771,1616731.82,Zomato,Unknown,Entertainment,Streaming,Canada,Kolkata,861697,XXXX-XXXX-4289,isha.desai@example.com,8082457276,No,suspected fraud,2015-07-11
TX102498,2024-06-09,AC4663,Raj Singh,Credit,76.0463,USD,76.0463,1499957.32,ElectroWorld,electroworld@biz.com,Electronics,Laptop,Canada,Jaipur,838910,XXXX-XXXX-8583,raj.singh@gmail.com,8714398491,No,suspected fraud,2017-12-21
TX105645,2025-05-27,AC7790,Suresh Desai,Credit,92.2108,GBP,92.2108,2873634.54,LocalMart,localmart@biz.com,Education,Books,UAE,Chennai,632730,Unknown,suresh.desai@gmail.com,508446117,No,monthly subscription,2019-11-16
TX102772,2024-11-03,AC1133,karan BOSE,Debit,18.1736,AED,18.1736,1617342.41,Flipkart,flipkart@biz.com,Travel,Hotel,India,Mumbai,851,XXXX-XXXX-XXXX-7273,karan.boseexample.com,3185908846,No,suspected fraud,2020-01-01
TX101784,2023-09-24,AC5917,Sam Nair,Credit,103.7964,GBP,103.7964,1130681.62,Paytm Mall,paytmmall@biz.com,Education,Course,UK,Jaipur,611925,4.4421E+15,sam.nair@example.com,360445804,No,repeat purchase,2022-01-01
TX105725,2024-04-19,AC9417,Rahul Mehta,Credit,77.5658,USD,77.5658,2901621.16,Swiggy,swiggy@biz.com,Health,Clinic,India,Noida,598992,XXXX-XXXX-5650,rahul.mehta@hotmail.com,1835023259,No,manual adjustment,2024-08-20
TX103467,2024-09-09,AC9804,Priya Gupta,Credit,74.7885,USD,74.7885,1850572.1,LocalMart,Unknown,Electronics,Mobile,UAE,Jaipur,813343,XXXX-XXXX-XXXX-7394,priya.gupta@gmail.com,6326703308,No,chargeback requested,2024-09-09
TX103132,2024-05-01,AC9736,Priya Kumar,Credit,81.0314,USD,81.0314,1676473.99,LocalMart,Unknown,Automotive,Repair,UAE,Chennai,575585,XXXX-XXXX-9369,priya.kumar@gmail.com,1162887189,No,suspected fraud,2019-02-03
TX103416,2025-03-23,AC1032,Uma Iyer,Refund,82.3232,USD,82.3232,1834275.02,Walmart,walmart@biz.com,Education,Books,UK,Noida,215081,XXXX-XXXX-4237,uma.iyer@yahoo.com,528137294,No,monthly subscription,2019-01-01
TX103315,2024-04-15,AC5390,Karan Desai,Refund,1.0,INR,1.0,1808205.81,ElectroWorld,electroworld@biz.com,Education,Course,USA,Delhi,648679,XXXX-XXXX-6507,karan.desai@example.com,8263086893,No,manual adjustment,2017-01-01
TX101872,2024-08-05,AC7000,Neha Mehta,Debit,1.0,INR,1.0,1162306.78,ElectroWorld,Unknown,Clothing,Women,Canada,Noida,726147,XXXX-XXXX-XXXX-4083,neha.mehta@yahoo.com,5342451393,No,No Notes,2016-01-26
TX103417,2024-10-12,AC3156,Sam Bose,Debit,1.0,INR,1.0,1834296.26,Paytm Mall,paytmmall@biz.com,Travel,Taxi,USA,Bengaluru,960981,XXXX-XXXX-XXXX-1369,sam.bose@gmail.com,1165354811,No,monthly subscription,2023-11-17
TX103978,2025-02-12,AC8823,amit IYER,Credit,1.0,INR,1.0,2122452.94,Walmart,walmart@biz.com,Automotive,Repair,UK,Delhi,452882,XXXX-XXXX-XXXX-2026,Unknown,1371553967,No,suspected fraud,2025-02-12
TX101407,2024-02-05,AC2269,Lina Nair,Credit,77.6438,USD,77.6438,975264.37,ShopEasy,shopeasy@biz.com,Entertainment,Streaming,Canada,Noida,307728,XXXX-XXXX-4126,lina.nair@example.com,2129880843,No,cashback credited,2022-02-16
TX101683,2024-07-10,AC1670,Isha Desai,Debit,91.7555,GBP,91.7555,1077980.92,Reliance,reliance@biz.com,Dining,Cafe,India,Mumbai,908675,XXXX-XXXX-2219,Unknown,5519103720,No,chargeback requested,2023-02-21
TX102557,2024-03-15,AC7351,Ritu Iyer,Debit,1.0,INR,1.0,1557797.5,Swiggy,swiggy@biz.com,Automotive,Repair,UAE,Gurugram,851,XXXX-XXXX-5656,ritu.iyer@yahoo.com,8768314649,No,repeat purchase,2025-06-18
TX102718,2025-04-07,AC3219,Vikram Chopra,debit,1.0,INR,1.0,1603728.25,ElectroWorld,electroworld@biz.com,Entertainment,Streaming,Canada,Noida,851,XXXX-XXXX-XXXX-7673,vikram.chopra@yahoo.com,3332095170,No,monthly subscription,2024-02-25
TX101586,2025-03-05,AC2897,Rohit Kumar,Debit,1.0,INR,1.0,1641946.095,Starbucks,starbucks@biz.com,Dining,Restaurant,India,Hyderabad,246445,XXXX-XXXX-XXXX-7454,rohit.kumar@example.com,6325040902,No,manual adjustment,2017-09-30
TX101023,2025-02-15,AC3543,maya BOSE,Credit,96.755,GBP,96.755,541645.32,AutoZone,autozone@biz.com,Electronics,Accessory,Australia,Jaipur,690345,XXXX-XXXX-XXXX-3470,maya.bose@gmail.com,6959481712,No,promo applied,2023-01-31
TX105845,2025-01-15,AC2578,Lina Bose,Credit,73.8209,USD,73.8209,2913319.7,Amazon,amazon@biz.com,Dining,Cafe,Australia,Hyderabad,900129,XXXX-XXXX-XXXX-1515,lina.bose@example.com,315924211,Yes,monthly subscription,2025-01-15
