TransactionID,Date,AccountID,AccountName,TransactionType,Amount,Currency,ExchangeRate,Balance,Merchant,MerchantPhone,MerchantEmail,Category,Subcategory,Country,City,PostalCode,CardNumber,Email,Phone,IsFraud,Notes,CustomerSince
TX105928,4/26/2025,AC3540,Amit Iyer,Credit,$136.62 ,GBP,99.6255,-2933731.3,Zomato,-5949207724,,Travel,Taxi,Australia,Noida,410909,XXXX-XXXX-XXXX-2735,amit.iyer@example.com,8008882915,No,cashback credited,9/11/2023
TX105745,11/21/2024,AC7049,Rahul Sharma,CREDIT,51.42,USD,82.361,-2901977.96,Walmart,1328940381,walmart@biz.com,Dining,FastFood,UK,Gurugram,723190,XXXX-XXXX-7154,rahul.sharma@yahoocom,2837292847,No,chargeback requested,2018
TX102204,5/28/2025,AC2322,Sana Nar,debit,10.51,USD,76.3225,-1269132.24,Paytm Mall,8073702472,paytmmall@biz.com,Health,Pharmacy,UAE,Pune,387467,XXXX-XXXX-XXXX-5946,sana.nar@hotmailcom,4240678358,No,cashback credited,Apr-24
TX105992,9/18/2024,AC4772,Sana Mehta,Debit,9.99,INR,1,-2936190.29,AutoZone,,autozone@biz.com,Electronics,Mobile,UAE,Bengaluru,447275,,,5589595119,,repeat purchase,Jun-19
TX105459,5/27/2025,AC5564,Uma Kumar,Credit,?25.94,USD,77.6124,-2825103.73,AutoZone,3078529056,,Groceries,Supermarket,UAE,Gurugram,356481,XXXX-XXXX-2284,uma.kumar@example.com,9150633421,No,repeat purchase,unknown
TX100383,11/13/2024,AC6924,ritu KUMAR,Debit,USD 17.62,INR,1,-189431.03,LocalMart,9506958879,,Electronics,Mobile,Australia,Kolkata,312143,XXXX-XXXX-7359,ritu.kumar@hotmail.com,8073702472,No,monthly subscription,May-23
TX100512,11/26/2024,AC3597,Uma Joshi,debit,24.86,INR,1,-276117.37,Flipkart,9233537609,,Travel,Hotel,UK,Chennai,850226,XXXX-XXXX-9297,uma.joshi@gmail.com,5297785705,No,chargeback requested,26/08/2016
TX105539,8/29/2025,AC9114,Vikram Bose,debit,103.85,USD,79.7783,-2867082.3,Myntra,-4272682811,,Clothing,Men,UAE,Pune,470555,XXXX-XXXX-4571,vikram.bose@hotmail.com,6385239146,,manual adjustment,Feb-24
TX101085,7/4/2024,AC9021,Uma Joshi,Debit,55.48,INR,1,-554391.63,LocalMart,3461050013,,Clothing,Women,Canada,Kolkata,340316,XXXX-XXXX-6113,uma.joshi@gmail.com,2765852180,No,monthly subscription,Jun-18
TX100699,2/23/2025,AC4690,Rahul Nair,Debit,-26.53,INR,1,-440717.67,Zomato,8001757680,,Clothing,Women,Canada,Bengaluru,909509,XXXX-XXXX-7428,rahul.nair@gmail.com,9542382217,No,chargeback requested,Jun-21
TX105377,12/16/2023,AC2980,Suresh Sharma,CREDIT,2.23x,AED,21.1823,-2774925.17,Paytm Mall,4992645225,paytmmall@biz.com,Electronics,Mobile,Canada,Pune,511873,XXXX-XXXX-9790,suresh.sharma@hotmail.com,-9479357852,No,repeat purchase,1/11/2020
TX102711,12/3/2023,AC5615,Vikram Sharma,Credit,208.27,INR,1,-1603576.81,Amazon,,amazon@biz.com,Entertainment,Concert,UK,Noida,768093,,vikram.sharma@hotmail.com,9829775083,No,manual adjustment,Jul-18
TX101334,9/24/2023,AC8455,Rohit Mehta,Debit,39.58,INR,1,"?-965,842.72",Myntra,8531312629,myntra@biz.com,Utilities,Internet,Canada,Hyderabad,420753,XXXX-XXXX-XXXX-7568,rohit.mehta@example.com,2387291050,No,manual adjustment,2015
TX104748,5/19/2025,AC5303,Arjun Nair,Refund,$11.68 ,GBP,98.6739,"?-2,514,715.30",ElectroWorld,,,Utilities,Internet,India,Hyderabad,443683,XXXX-XXXX-XXXX-5707,arjun.nair@gmail.com,3803443170,No,manual adjustment,2023
TX104760,2/4/2025,AC3201,Isha Chopra,CREDIT,?7.21,USD,80.7358,-2514993.5,LocalMart,8873131303,localmart@biz.com,Health,Clinic,India,Mumbai,822969,XXXX-XXXX-4115,isha.chopra@example.com,-5444410363,No,cashback credited,12/17/2019
TX103062,2/13/2024,AC8456,Amit Nair,debit,29.6,INR,1,"?-1,652,842.39",Paytm Mall,,paytmmall@biz.com,Education,Books,UAE,Delhi,259155,XXXX-XXXX-XXXX-9925,amit.nair@hotmail.com,3307351602,No,repeat purchase,unknown
TX101498,6/22/2024,AC3988,Neha Das,CREDIT,113.17,GBP,94.5556,-987211.07,Amazon,1630992421,,Electronics,Laptop,UAE,Pune,569839,4.9998E+15,neha.das@gmail.com ,1955940995,No,,30/03/2023
TX101354,1/1/2025,AC7839,Maya Singh,Refund,16.58,INR,1,-974148.1,Walmart,2837292847,,Clothing,Women,UK,Hyderabad,N/A,XXXX-XXXX-1221,maya.singh@example.com,2806438856,No,,May-24
TX105133,5/29/2025,AC3811,Lina Chopra,CREDIT,57.07,USD,78.2311,-2678043.58,Flipkart,,flipkart@biz.com,Travel,Taxi,Australia,Hyderabad,110,4.89905E+15,lina.chopra@gmail.com,5007532020,No,chargeback requested,2018
TX100916,4/7/2025,AC6735,Arjun Nair,Credit,68.68,gbp,100.9604,-529731.13,Reliance,9861042558,reliance@biz.com,Travel,Hotel,UK,Kolkata,765738,XXXX-XXXX-8810,arjun.nair@hotmail.com,3118293873,No,,2020
TX104235,8/3/2025,AC7545,Dev Iyer,debit,8.04,INR,1,-2238433.47,ElectroWorld,,,Groceries,Specialty,UAE,Pune,914433,XXXX-XXXX-8297,dev.iyer@example.com,9169284079,No,promo applied,13/11/2015
TX105740,5/15/2024,AC9481,Rohit Patel,debit,?49.70,INR,1,-2901925.42,Swiggy,-3489644522,swiggy@biz.com,Automotive,Fuel,USA,Mumbai,464337,XXXX-XXXX-XXXX-6550,rohit.patel@hotmail.com,3685289054,No,chargeback requested,10/28/2020
TX100760,5/29/2024,AC7190,Uma Reddy,debit,16.6,GBP,91.2707,-445888.12,BigBasket,9299301239,bigbasket@biz.com,Utilities,Water,UK,Noida,640015,XXXX-XXXX-XXXX-3485,uma.reddy@yahoo.com,9455167530,No,suspected fraud,2022
TX100770,10/30/2024,AC4626,priya DAS,CREDIT,-77.42,INR,1,-446621.7,Starbucks,,starbucks@biz.com,Entertainment,Concert,Canada,Pune,598558,4.19489E+15,priya.das@example.com,1010395628,No,repeat purchase,10/6/2023
TX104258,11/6/2024,AC3120,Sana Iyer,Refund,29.66,INR,1,"?-2,254,427.03",Amazon,198200063,amazon@biz.com,Travel,Taxi,Canada,Gurugram,941619,XXXX-XXXX-9601,sana.iyer@hotmail.com,5857417018,No,suspected fraud,9/8/2016
TX101263,8/12/2025,AC1556,Maya Sharma,Debit,10.97,GBP,93.6244,-595507,Swiggy,-4853444196,swiggy@biz.com,Education,Course,UK,Delhi,122525,XXXX-XXXX-XXXX-4650,maya.sharma@yahoo.com,-1829004591,No,cashback credited,11/24/2023
TX102381,4/9/2025,AC4314,Maya Reddy,Debit,10.5,AED,20.7599,"?-1,288,391.80",Walmart,,walmart@biz.com,Entertainment,Concert,USA,Delhi,243475,4.68487E+15,maya.reddy@example.com,,No,cashback credited,2018
TX102926,5/29/2024,AC6267,Amit Patel,Debit,28.8,INR,1,-1640318.06,ShopEasy,,,Travel,Hotel,USA,Gurugram,572324,XXXX-XXXX-XXXX-8325,amit.patel@hotmail.com,1086628681,,cashback credited,23/02/2025
TX101989,10/22/2023,AC3088,Ritu Iyer,Debit,55.61x,GBP,105.0975,-1197837.78,Myntra,2143674865,myntra@biz.com,Groceries,Supermarket,UK,Jaipur,N/A,4.97127E+15,ritu.iyer@example.com,6838945973,No,promo applied,4/23/2024
TX101114,12/29/2023,AC8566,Arjun Gupta,CREDIT,USD 39.67  ,USD,80.179,"?-555,380.12",Myntra,6845729977,myntra@biz.com,Travel,Flight,USA,Delhi,992251,XXXX-XXXX-XXXX-2849,arjun.gupta@example.com,241556411,No,"promo applied -- verify
contact support",Apr-16
TX105176,9/24/2024,AC7951,Karan Chopra,Debit,6.95,INRr,1,-2679670.4,Amazon,964558999,amazon@biz.com,Clothing,Men,UK,Chennai,563499,XXXX-XXXX-2022,karan.chopra@yahoocom,4495032869,No,monthly subscription,24/10/2016
TX100798,9/11/2024,AC4286,Rahul Iyer,CREDIT,34.26,AED,19.6092,-447250.78,ElectroWorld,5522860385,electroworld@biz.com,Dining,Cafe,USA,Chennai,232113,XXXX-XXXX-9164,rahul.iyer@gmail.com,3117470026,No,,3/18/2016
TX102368,6/15/2024,AC4314,Ritu Iyer,Credit,8.67,USD,80.105,-1284664.85,Walmart,2736053874,walmart@biz.com,Electronics,Laptop,USA,Gurugram,155083,XXXX-XXXX-9312,ritu.iyer@hotmail.com,9504631931,No,,27/01/2016
TX105284,8/15/2024,AC6275,Neha Gupta,Debit,231.03,USD,76.0817,-2764545.89,Starbucks,-6014460364,starbucks@biz.com,Dining,Cafe,Canada,Pune,318599,XXXX-XXXX-XXXX-4578,neha.gupta@example.com,6963387615,No,repeat purchase,27/01/2019
TX103415,12/22/2023,AC5416,Asha Mehta,Credit,27.76,GBP,99.0299,-1834229.61,AutoZone,,,Dining,Cafe,Canada,Mumbai,395095,4.20209E+15,asha.mehta@gmail.com,4103518555,No,repeat purchase,2017
TX105047,9/28/2023,AC7877,Asha Joshi,Debit,INR 32.25,AED,19.4156,-2626154.01,Walmart,,,Groceries,Specialty,Australia,Kolkata,834421,XXXX-XXXX-2551,asha.joshi@gmail.com,-1328983272,No,repeat purchase,Dec-25
TX100680,10/19/2023,AC9733,rahul NAIR,debit,78.73,usd,74.3518,-436685.35,Zomato,5504402465,,Education,Course,USA,Delhi,930280,XXXX-XXXX-5766,rahul.nair@yahoo.com,631789783,No,cashback credited,Sep-23
TX102289,4/4/2024,AC8424,Isha Mehta,Debit,-182.52,INR,1,-1271234.64,Myntra,-9560397742,myntra@biz.com,Clothing,Men,Canada,Hyderabad,378960,,isha.mehta@gmail.com,9309430299,No,chargeback requested,15/12/2018
TX103294,6/15/2025,AC3760,Arjun Chopra,debit,7.78,GBP,109.9103,-1807438.05,Swiggy,7096930008,swiggy@biz.com,Education,Course,India,Noida,331903,XXXX-XXXX-5272,arjun.chopra@yahoo.com,3875725275,No,,Jul-22
TX105304,12/6/2023,AC2133,Amit Joshi,debit,24.32,INRr,1,-2773197.87,Starbucks,697940202,starbucks@biz.com,Travel,Hotel,Australia,Pune,N/A,4.32589E+15,amit.joshi@hotmail.com,4261104676,No,repeat purchase,Mar-24
TX100342,4/27/2024,AC8967,uma CHOPRA,CREDIT,44.43,GBP,92.3692,"?-176,079.67",Zomato,7903099010,zomato@biz.com,Automotive,Repair,Canada,Hyderabad,359505,XXXX-XXXX-2293,uma.chopra@example.com,9109826821,No,chargeback requested,1/4/2017
TX105185,7/7/2025,AC9227,Asha Mehta,Debit,USD 3.17,GBP,105.0996,-2679832.57,BigBasket,,bigbasket@biz.com,Health,Pharmacy,India,Mumbai,451880,XXXX-XXXX-XXXX-3302,asha.mehta@hotmail.com,2909103842,No,,2018
TX102844,5/28/2025,AC4928,Dev Bose,Credit,42.95,INR,1,-1626363.59,Reliance,-1125668777,,Automotive,Repair,India,Bengaluru,842791,4.30906E+15,dev.bose@hotmail.com,6912443732,No,manual adjustment,2018
TX104133,12/21/2023,AC9523,Ritu Bose,Credit,152.36,INR,1,-2236251.77,Starbucks,5632641597,,Dining,FastFood,USA,Hyderabad,551143,XXXX-XXXX-4243,ritu.bose@gmail.com,-6826561545,No,promo applied,10/3/2020
TX102457,10/8/2024,AC6733,Rhul Joshi,Debit,44.14,USD,80.0553,-1435942.82,AutoZone,,autozone@biz.com,Automotive,Repair,Canada,Bengaluru,201838,XXXX-XXXX-3151,rhul.joshi@yahoo.com,7530514602,No,cashback credited,2017
TX100140,7/3/2025,AC7756,Karan Roy,debit,43.51,GBP,109.0826,"?-155,596.62",Reliance,,reliance@biz.com,Health,Pharmacy,Australia,Jaipur,211,,karan.roy@hotmail.com,,No,,5/16/2015
TX101677,8/3/2024,AC4232,Ritu Reddy,Debit,205.53,USD,75.3975,-1077843.2,ShopEasy,3111248057,,Education,Course,UAE,Chennai,204875,XXXX-XXXX-5110,,-5367869645,No,promo applied,7/5/2022
TX102938,7/7/2025,AC1217,Lina Sharma,Debit,4.63,INR,1,-1640779.41,Paytm Mall,2133806708,paytmmall@biz.com,Travel,Flight,UK,Kolkata,922625,XXXX-XXXX-XXXX-1998,lina.sharma@gmail.com,1789274113,Yess,suspected fraud,8/18/2021
TX102882,11/2/2024,AC9323,Amit Roy,Refund,15.99,AED,19.3611,-1626977.7,BigBasket,5046889687,bigbasket@biz.com,Clothing,Women,UK,Gurugram,951831,XXXX-XXXX-1514,amit.roy@example.com,-5258289504,No,manual adjustment,23/04/2025
TX100227,9/23/2024,AC9825,Ritu Mehta,Debit,Rs 9.09,INR,1,-166478.84,ElectroWorld,3540208546,electroworld@biz.com,Dining,Restaurant,USA,Delhi,753763,4.63171E+15,ritu.mehta@yahoo.com,957610653,No,,4/1/2025
TX102661,12/22/2024,AC2948,Asha Roy,Debit,11.31,INR,1,-1561032.62,ShopEasy,4021539922,shopeasy@biz.com,Automotive,Repair,USA,Kolkata,898245,,asha.roy@example.com,8029445260,No,repeat purchase,2021
TX105117,9/30/2024,AC3743,Sam Mehta,Refund,"?16,320.00",AED,19.0147,"?-2,677,904.07",Flipkart,8463639663,flipkart@biz.com,Utilities,Water,Australia,Kolkata,199451,XXXX-XXXX-5919,sam.mehta@yahoo.com,-496020468,No,,23/11/2023
TX102467,5/31/2025,AC3824,Vikram Roy,Debit,34.66,INR,1,-1483070.18,AutoZone,5079922765,autozone@biz.com,Dining,Cafe,India,Pune,871634,XXXX-XXXX-7143,vikram.roy@hotmail.com,9795243043,No,repeat purchase,12/1/2021
TX105527,11/12/2024,AC6526,Lina Singh,Debit,33.64,INR,1,"?-2,866,463.75",Myntra,5127590254,myntra@biz.com,Entertainment,Streaming,Canada,Chennai,461996,XXXX-XXXX-1321,lina.singh@hotmail.com,2459676231,No,repeat purchase,10/1/2018
TX102604,3/17/2024,AC7593,Uma Singh,debit,15.65,USD,82.0373,-1559325.04,ShopEasy,3306153112,shopeasy@biz.com,Travel,Taxi,Canada,Bengaluru,511,XXXX-XXXX-XXXX-5783,uma.singh@example.com,6700786211,No,chargeback requested,Mar-18
TX100163,7/10/2025,AC9269,Arjun Khan,Debit,12.37,INR,1,"?-159,903.52",ShopEasy,-4795725480,shopeasy@biz.com,Entertainment,Streaming,Canada,Jaipur,496522,XXXX-XXXX-6102,arjun.khan@yahoo.com,2660973506,No,monthly subscription,Dec-19
TX104272,8/30/2025,AC7543,Suresh Patel,debit,?6.49,GBP,103.5416,-2254565.61,LocalMart,6960720996,localmart@biz.com,Automotive,Fuel,USA,Gurugram,914067,XXXX-XXXX-5695,suresh.patel@gmail.com ,1555794632,No,manual adjustment,4/20/2015
TX101990,4/13/2024,AC2008,Raj Singh,Credit,86.53x,USD,79.1356,-1197881.04,BigBasket,9715461241,bigbasket@biz.com,Clothing,Men,UK,Mumbai,824084,XXXX-XXXX-3635,raj.singh@hotmail.com,-4900563470,No,,13/08/2025
TX102837,3/6/2024,AC5412,Anita Singh,Debit,233.03,USD,78.5247,-1625963.31,Amazon,,amazon@biz.com,Health,Pharmacy,UAE,Kolkata,500496,XXXX-XXXX-7993,anita.singh@yahoo.com,5882029151,No,suspected fraud,3/27/2020
TX101769,10/26/2024,AC6301,Priya Khan,Refund,64.19,USD,81.6392,-1130377.48,AutoZone,1506344813,,Groceries,Supermarket,India,Gurugram,583234,XXXX-XXXX-5823,priya.khan@yahoo.com,5150470859,No,chargeback requested,Oct-20
TX103504,3/27/2025,AC8711,Priya Patel,Debit,18.14,USD,82.5269,"?-1,871,277.59",Paytm Mall,1884578293,paytmmall@biz.com,Travel,Hotel,Canada,Delhi,458374,XXXX-XXXX-XXXX-8739,priya.patel@example.com,5844569473,No,chargeback requested,2024
TX103725,12/4/2023,AC5822,Asha Nair,Debit,-66.64,INR,1,-2065733.13,Paytm Mall,-7503585419,paytmmall@biz.com,Entertainment,Concert,Australia,Delhi,989561,XXXX-XXXX-XXXX-9630,asha.nair@yahoo.com,-949023762,No,chargeback requested,4/16/2023
TX102302,9/28/2024,AC1416,Vikram Das,Refund,20.89,USD,82.4931,-1271534.55,Amazon,304564753,amazon@biz.com,Clothing,Men,Australia,Gurugram,808233,XXXX-XXXX-XXXX-3120,vikram.das@yahoo.com,2092581563,No,repeat purchase,2023
TX103672,12/22/2023,AC4615,Karan Chopra,Credit,8.4,AED,18.2274,"?-1,936,057.21",AutoZone,-5856285767,,Health,Pharmacy,India,Jaipur,830090,XXXX-XXXX-9735,,8789088379,No,repeat purchase,2020
TX105427,2/14/2024,AC8062,Sam Roy,CREDIT,32.33,USD,74.7362,-2775682.36,Zomato,782401198,zomato@biz.com,Education,Course,USA,Bengaluru,631741,XXXX-XXXX-5705,,724525405,No,,Jun-17
TX102832,2/13/2024,AC3744,Amit Chopra,debit,216.04,GBP,98.8171,-1625673,AutoZone,7897579411,,Groceries,Supermarket,India,Chennai,279258,XXXX-XXXX-9689,amit.chopra@hotmail.com,5505871231,No,cashback credited,2020
TX100427,3/3/2025,AC8796,Vikram Bose,Refund,75.43,USD,81.6872,-258322.12,ElectroWorld,6310781504,electroworld@biz.com,Utilities,Internet,Canada,Mumbai,686184,XXXX-XXXX-2110,vikram.bose@yahoo.com,7629143650,No,repeat purchase,2/10/2016
TX104700,7/6/2025,AC7057,Sam Desai,CREDIT,10.06,INR,1,-2495101.56,Zomato,,zomato@biz.com,Education,Course,UK,Noida,146074,XXXX-XXXX-4149,sam.desai@yahoo.com,219927320,No,manual adjustment,2022
TX100449,4/1/2024,AC9578,Vikram Patel,debit,9.29,GBP,107.0669,-258839.43,Zomato,2380510864,,Groceries,Supermarket,USA,Kolkata,910355,XXXX-XXXX-9404,vikram.patel@example.com,1515360104,No,repeat purchase,26/08/2022
TX102957,10/15/2023,AC1651,Asha Iyer,Debit,24.93,USD,72.2109,-1641311.87,Reliance,1216464248,reliance@biz.com,Utilities,Water,USA,Mumbai,424571,XXXX-XXXX-8222,asha.iyer@yahoocom,4411878307,,chargeback requested,2020
TX103722,9/4/2024,AC1600,Sana Singh,CREDIT,4.64,USD,77.4133,"?-2,065,756.66",LocalMart,,localmart@biz.com,Automotive,Repair,USA,Pune,879938,XXXX-XXXX-6311,sana.singh@gmail.com,1503304738,No,promo applied,unknown
TX101707,1/12/2025,AC4868,Neha Singh,Debit,323.71,INR,1,"?-1,105,436.62",Swiggy,-7302171404,swiggy@biz.com,Education,Books,UK,Hyderabad,333953,XXXX-XXXX-5991,neha.singh@gmail.com,139257611,No,repeat purchase,Apr-17
TX102670,9/11/2025,AC6736,Neha Sharma,CREDIT,14.35,GBP,93.7774,-1561209.71,ElectroWorld,,electroworld@biz.com,Travel,Taxi,Australia,Delhi,908,XXXX-XXXX-6831,neha.sharma@hotmail.com,-9281341569,No,repeat purchase,20/05/2015
TX100313,7/26/2024,AC8328,Dev Reddy,Debit,87.9,INR,1,-175351.61,Reliance,7266771453,,Clothing,Men,Canada,Bengaluru,793435,,dev.reddy@example.com,7433867591,No,chargeback requested,Sep-20
TX105776,6/11/2025,AC3892,Raj Gupta,Debit,56.97,INR,1,-2902653.16,Starbucks,3047488421,starbucks@biz.com,Automotive,Repair,UAE,Pune,N/A,XXXX-XXXX-XXXX-9360,raj.gupta@hotmail.com,468519646,No,cashback credited,Jun-17
TX101915,12/3/2024,AC9595,Rahul Bose,debit,17.27,AED,18.9097,-1163435.76,ElectroWorld,,electroworld@biz.com,Electronics,Laptop,Australia,Mumbai,156272,XXXX-XXXX-4011,rahul.bose@yahoo.com,-4935008801,No,manual adjustment,28/05/2023
TX100369,4/30/2024,AC8819,dev JOSHI,Debit,13.1,USD,74.1309,-189142.04,Walmart,4126276599,walmart@biz.com,Dining,Cafe,India,Pune,167008,,dev.joshi@gmail.com,1461824180,No,manual adjustment,2016
TX104197,11/14/2023,AC7727,Raj Bose,CREDIT,5.06,GBP,102.9542,-2237593.41,Flipkart,8667323947,flipkart@biz.com,Electronics,Mobile,UAE,Hyderabad,865801,XXXX-XXXX-1387,raj.bose@gmail.com,9626189054,No,manual adjustment,2017
TX101450,1/9/2025,AC2219,Rahul Das,Debit,47.97,INR,1,-976638.83,Swiggy,,swiggy@biz.com,Travel,Taxi,Australia,Bengaluru,139895,XXXX-XXXX-XXXX-9938,rahul.das@gmail.com,681157332,No,,unknown
TX103935,11/17/2024,AC1049,Dev Patel,CREDIT,52.77,AED,18.6403,-2121117.46,Reliance,,reliance@biz.com,Dining,Cafe,USA,Delhi,430106,XXXX-XXXX-7155,dev.patel@yahoo.com,1351242622,No,,1/12/2015
TX100664,1/16/2025,AC2182,Rahul Roy,Credit,14.08,usd,76.5633,-434857.58,Walmart,609977220,walmart@biz.com,Clothing,Women,India,Bengaluru,502873,XXXX-XXXX-XXXX-4254,rahul.roy@gmail.com,,No,manual adjustment,12/9/2024
TX101514,5/15/2024,AC4836,Arjun Iyer,Debit,INR 29.99,USD,78.0959,-987539.34,Swiggy,577205778,swiggy@biz.com,Groceries,Specialty,Canada,Noida,322604,4.95824E+15,arjun.iyer@hotmail.com,7575279032,No,suspected fraud,Jul-23
TX103826,10/1/2023,AC1585,Ritu Singh,Debit,8.07,AED,20.9104,-2118578.51,BigBasket,6838102939,bigbasket@biz.com,Dining,Restaurant,UK,Delhi,188514,XXXX-XXXX-3560,ritu.singh@gmail.com,4473056185,No,,Apr-17
TX105969,10/4/2024,AC9292,Asha Mehta,Debit,16.27,AED,18.3481,-2935302.24,Walmart,1906467538,walmart@biz.com,Clothing,Men,UK,Mumbai,899289,XXXX-XXXX-6971,asha.mehta@example.com,-2871948450,No,promo applied,8/7/2021
TX105009,1/25/2025,AC3116,Ritu Iyer,Debit,27.94,USD,79.2784,-2624514.23,BigBasket,8663437916,bigbasket@biz.com,Entertainment,Concert,USA,Kolkata,996290,XXXX-XXXX-2478,ritu.iyer@gmail.com,4523833327,No,,17/08/2021
TX104646,9/19/2023,AC2380,Amit Khan,CREDIT,6.23,INR,1,"?-2,467,206.32",AutoZone,5138534396,autozone@biz.com,Travel,Taxi,India,Kolkata,735058,XXXX-XXXX-5184,amit.khan@gmail.com,2694730379,No,repeat purchase,Aug-18
TX104727,8/12/2024,AC1497,Suresh Das,CREDIT,18.43,AED ,18.7306,-2514204.26,Walmart,,walmart@biz.com,Automotive,Fuel,India,Mumbai,587384,XXXX-XXXX-XXXX-8072,suresh.das@yahoo.com,4047944964,No,repeat purchase,2019
TX104866,4/8/2024,AC1474,Isha Mehta,Refund,41.64,INR,1,-2581234.51,BigBasket,1196589456,bigbasket@biz.com,Entertainment,Streaming,UK,Bengaluru,612295,,isha.mehta@yahoo.com,2351525761,No,repeat purchase,2017
TX104262,2/13/2024,AC3142,Vikram Joshi,Debit,82.39,AED,19.3777,-2254430.85,Reliance,-4338975094,reliance@biz.com,Travel,Taxi,USA,Kolkata,941479,XXXX-XXXX-XXXX-9358,vikram.joshi@gmail.com,5331056221,No,chargeback requested,2022
TX104607,4/2/2025,AC2507,Rahul Roy,CREDIT,59.57,AED,18.0559,-2466163.75,Swiggy,,swiggy@biz.com,Groceries,Supermarket,Australia,Bengaluru,626038,XXXX-XXXX-7580,rahul.roy@gmail.com,-6661999540,No,suspected fraud,Feb-18
TX103383,2/14/2025,AC1690,Amit Mehta,Debit,113.57,USD,80.9305,-1824741.69,Paytm Mall,8404522699,paytmmall@biz.com,Utilities,Water,Canada,Hyderabad,N/A,XXXX-XXXX-7303,amit.mehta@gmail.com,2462053854,No,,8/14/2015
TX100678,6/5/2024,AC2505,Lin Nir,CREDIT,101.78,USD,75.4516,-436722.13,AutoZone,4063701408,autozone@biz.com,Education,Course,UAE,Chennai,191,XXXX-XXXX-XXXX-9076,lin.nir@yahoo.com,4049695957,No,chargeback requested,26/09/2020
TX100126,11/23/2024,AC8530,Uma Patel,Debit,10.09,GBP,102.8944,-146266.1,Swiggy,2704484956,,Electronics,Mobile,USA,Mumbai,574335,4.3453E+15,uma.patel@yahoo.com,4929511544,No,manual adjustment,2025
TX102540,4/21/2024,AC5090,Neha Chopra,Debit,Rs 14.13,GBP,105.2349,-1557037.53,ElectroWorld,5203559248,,Groceries,Supermarket,Canada,Pune,214702,XXXX-XXXX-XXXX-7548,neha.chopra@yahoo.com,-4796102448,No,cashback credited,Jul-19
TX101434,2/28/2024,AC3128,Arjun Singh,Debit,27.1,INR,1,"?-976,226.59",Swiggy,,,Dining,FastFood,India,Hyderabad,210036,XXXX-XXXX-7106,arjun.singh@yahoo.com,3055820669,No,cashback credited,Oct-19
TX102889,6/11/2025,AC2163,Anita Roy,debit,52.44,GBP,92.0479,-1637568.71,ShopEasy,,,Health,Clinic,USA,Jaipur,N/A,XXXX-XXXX-XXXX-1616,anita.roy@gmail.com,8124015821,No,promo applied,9/10/2016
TX103744,10/23/2024,AC2011,Suresh Das,Debit,10.03,USD,77.4234,-2085768.81,Flipkart,9135030491,,Entertainment,Movies,India,Kolkata,735579,XXXX-XXXX-2722,suresh.das@hotmail.com,8144996052,No,chargeback requested,11/15/2022
TX101766,8/2/2024,AC3002,Arjun Khan,CREDIT,448.15,INR,1,-1130312.79,ShopEasy,6778005313,shopeasy@biz.com,Education,Course,India,Jaipur,179347,XXXX-XXXX-2156,arjun.khan@gmail.com,6590161133,No,suspected fraud,2024
TX101992,12/23/2024,AC9874,Sam Gupta,debit,137.92,USD,78.0877,-1197853.02,AutoZone,,autozone@biz.com,Clothing,Men,UAE,Hyderabad,232664,,sam.gupta@yahoo.com,5798734096,No,monthly subscription,11/11/2020
TX104885,1/11/2024,AC6837,Rohit Patel,debit,USD 18.75,GBP,96.7906,-2582378.67,Reliance,-4568451363,reliance@biz.com,Clothing,Women,India,Mumbai,443026,XXXX-XXXX-XXXX-4831,rohit.patel@gmail.com,8599681892,No,,May-16
TX103449,10/1/2024,AC4822,Rahul Khan,CREDIT,20.16,GBP,96.0702,-1850300.76,AutoZone,,,Automotive,Fuel,Australia,Jaipur,387984,XXXX-XXXX-1829,rahul.khan@hotmail.com,8458930095,No,chargeback requested,27/12/2021
TX100370,4/24/2024,AC7642,Amit Mehta,Debit,34.1,AED,19.3833,-189159.09,Swiggy,8252928715,,Health,Clinic,India,Noida,497110,XXXX-XXXX-3311,amit.mehta@hotmail.com,,No,suspected fraud,2024
TX103571,12/4/2024,AC6603,Arjun Chopra,Credit,159.87,AED,20.0128,"?-1,985,165.63",Zomato,7855678102,zomato@biz.com,Automotive,Repair,UK,Hyderabad,445110,XXXX-XXXX-8912,arjun.chopra@gmail.com,-904154154,No,repeat purchase,Jul-17
TX104692,5/23/2025,AC4808,Uma Patel,Debit,103.71,USD,78.7156,-2481900.25,AutoZone,7927477522,autozone@biz.com,Dining,FastFood,Australia,Pune,396155,XXXX-XXXX-8656,uma.patel@gmailcom,6408255810,No,promo applied,6/3/2024
TX101272,2/15/2024,AC2534,Lina Joshi,Refund,8.93,GBP,93.7166,-595719.24,Starbucks,,starbucks@biz.com,Travel,Taxi,Australia,Mumbai,729084,XXXX-XXXX-2317,lina.joshi@yahoo.com,-830265491,No,monthly subscription,3/2/2022
TX100285,12/21/2023,AC7704,Sana Sharma,debit,3.18,AED,18.4612,-174817.7,Myntra,,myntra@biz.com,Entertainment,Concert,UAE,Bengaluru,359366,XXXX-XXXX-6442,sana.sharma@gmail.com,3290386115,No,,2021
TX100095,9/6/2024,AC4609,Ritu Mehta,CREDIT,5.72,GBP,91.0687,-144983.41,ShopEasy,,,Automotive,Fuel,India,Mumbai,902177,XXXX-XXXX-6653,ritu.mehta@yahoo.com,6748655985,No,promo applied,2023
